FEC ID,STATE,DISTRICT,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,PRIMARY RESULTS,PRIMARY %,RUNOFF RESULTS,RUNOFF %,GENERAL RESULTS,GENERAL %,GENERAL RUNOFF RESULTS,GENERAL RUNOFF %,INCUMBENT INDICATOR,NOTES (See Endnotes Page)
H2TX22068,TX,22,"Frank "Chip"""rank ",Briscoe,"Briscoe, Frank "Chip"""risco",,D,"4,316",48.37%,,,,,,,,
,TX,22,,,   ,Total Party Votes:,D,"8,922",,,,,,,,,
H2TX22084,TX,22,"Gerald W. "Jerry"""erald ",LaFleur,"LaFleur, Gerald W. "Jerry"""aFleur",,LBT,*,,,,"1,612",1.01%,,,,
H2TX22076,TX,22,Joel,West,"West, Joel",,GRN,*,,,,"1,257",0.79%,,,,
,TX,22,,,   ,Total District Votes:,,"36,946",,,,"159,084",,,,,
H2TX23058,TX,23,Henry,Bonilla,"Bonilla, Henry",,R,"12,881",100.00%,,,"77,573",51.53%,,,(I),
,TX,23,,,   ,Total Party Votes:,R,"12,881",,,,,,,,,
H2TX23082,TX,23,Henry,Cuellar,"Cuellar, Henry",,D,"51,495",100.00%,,,"71,067",47.20%,,,,
,TX,23,,,   ,Total Party Votes:,D,"51,495",,,,,,,,,
H8TX21125,TX,23,Jeffrey C.,Blunt,"Blunt, Jeffrey C.",,LBT,*,,,,"1,106",0.73%,,,,
H2TX23090,TX,23,Ed,Scharf,"Scharf, Ed",,GRN,*,,,,806,0.54%,,,,
,TX,23,,,   ,Total District Votes:,,"64,376",,,,"150,552",,,,,
H6TX24057,TX,24,Martin,Frost,"Frost, Martin",,D,"17,963",100.00%,,,"73,002",64.66%,,,(I),
,TX,24,,,   ,Total Party Votes:,D,"17,963",,,,,,,,,
H2TX24098,TX,24,Mike Rivera,Ortega,"Ortega, Mike Rivera",,R,"5,770",100.00%,,,"38,332",33.95%,,,,
,TX,24,,,   ,Total Party Votes:,R,"5,770",,,,,,,,,
H8TX05052,TX,24,Ken,Ashby,"Ashby, Ken",,LBT,*,,,,"1,560",1.38%,,,,
H2TX24106,TX,24,Andrew Joseph,Ostrowski,"Ostrowski, Andrew Joseph",,I,,,,,,,,,,
,TX,24,,,   ,Total District Votes:,,"23,733",,,,"112,894",,,,,
H2TX25178,TX,25,Chris,Bell,"Bell, Chris",,D,"7,443",36.09%,"9,572",54.30%,"63,590",54.76%,,,,
H2TX25160,TX,25,Carroll G.,Robinson,"Robinson, Carroll G.",,D,"5,597",27.14%,"8,056",45.70%,,,,,,
H4TX25067,TX,25,Paul,Colbert,"Colbert, Paul",,D,"4,307",20.89%,,,,,,,,
H2TX25186,TX,25,Stephen,King,"King, Stephen",,D,"3,274",15.88%,,,,,,,,
,TX,25,,,   ,Total Party Votes:,D,"20,621",,"17,628",,,,,,,
H0TX25024,TX,25,Tom,Reiser,"Reiser, Tom",,R,"10,995",100.00%,,,"50,041",43.09%,,,,
,TX,25,,,   ,Total Party Votes:,R,"10,995",,,,,,,,,
H2TX25194,TX,25,George,Reiter,"Reiter, George",,GRN,*,,,,"1,399",1.20%,,,,
H2TX25202,TX,25,Guy,McLendon,"McLendon, Guy",,LBT,*,,,,"1,096",0.94%,,,,
,TX,25,,,   ,Total District Votes:,,"31,616",,"17,628",,"116,126",,,,,
H2TX26093,TX,26,Michael C.,Burgess,"Burgess, Michael C.",,R,"5,703",22.53%,"10,522",54.63%,"123,195",74.81%,,,,
H2TX26069,TX,26,Scott,Armey,"Armey, Scott",,R,"11,493",45.40%,"8,737",45.37%,,,,,,
H2TX00064,TX,26,Keith A.,Self,"Self, Keith A.",,R,"5,610",22.16%,,,,,,,,
H2TX26119,TX,26,Roger,Sessions,"Sessions, Roger",,R,"1,630",6.44%,,,,,,,,
H2TX26085,TX,26,Dave,Kovatch,"Kovatch, Dave",,R,675,2.67%,,,,,,,,
H2TX26101,TX,26,David,Gulling,"Gulling, David",,R,204,0.81%,,,,,,,,
,TX,26,,,   ,Total Party Votes:,R,"25,315",,"19,259",,,,,,,
H2TX26077,TX,26,Paul William,LeBon,"LeBon, Paul William",,D,"5,182",100.00%,,,"37,485",22.76%,,,,
,TX,26,,,   ,Total Party Votes:,D,"5,182",,,,,,,,,
H2TX26135,TX,26,David Wallace,Croft,"Croft, David Wallace",,LBT,*,,,,"2,367",1.44%,,,,
H2TX26127,TX,26,Gary R.,Page,"Page, Gary R.",,GRN,*,,,,"1,631",0.99%,,,,
,TX,26,,,   ,Total District Votes:,,"30,497",,"19,259",,"164,678",,,,,
H2TX27026,TX,27,Solomon P.,Ortiz,"Ortiz, Solomon P.",,D,"41,574",100.00%,,,"68,559",61.10%,,,(I),
,TX,27,,,   ,Total Party Votes:,D,"41,574",,,,,,,,,
H0TX27012,TX,27,Pat,Ahumada,"Ahumada, Pat",,R,"9,614",100.00%,,,"41,004",36.54%,,,,
,TX,27,,,   ,Total Party Votes:,R,"9,614",,,,,,,,,
H2TX27117,TX,27,Christopher J.,Claytor,"Claytor, Christopher J.",,LBT,*,,,,"2,646",2.36%,,,,
,TX,27,,,   ,Total District Votes:,,"51,188",,,,"112,209",,,,,
H8TX28013,TX,28,Ciro D.,Rodriguez,"Rodriguez, Ciro D.",,D,"41,152",100.00%,,,"71,393",71.09%,,,(I),
,TX,28,,,   ,Total Party Votes:,D,"41,152",,,,,,,,,
H2TX28032,TX,28,Gabriel,"Perales, Jr.","Perales, Gabriel, Jr.",,R,"4,422",100.00%,,,"26,973",26.86%,,,,
,TX,28,,,   ,Total Party Votes:,R,"4,422",,,,,,,,,
H8TX23071,TX,28,"William A. "Bill"""illia",Stallknecht,"Stallknecht, William A. "Bill"""tallk",,LBT,*,,,,"2,054",2.05%,,,,
,TX,28,,,   ,Total District Votes:,,"45,574",,,,"100,420",,,,,
H2TX29030,TX,29,Gene,Green,"Green, Gene",,D,"11,891",100.00%,,,"55,760",95.16%,,,(I),
,TX,29,,,   ,Total Party Votes:,D,"11,891",,,,,,,,,
H2TX29097,TX,29,Paul,Hansen,"Hansen, Paul",,LBT,*,,,,"2,833",4.84%,,,,
,TX,29,,,   ,Total District Votes:,,"11,891",,,,"58,593",,,,,
H2TX00015,TX,30,Eddie Bernice,Johnson,"Johnson, Eddie Bernice",,D,"27,670",100.00%,,,"88,980",74.26%,,,(I),
,TX,30,,,   ,Total Party Votes:,D,"27,670",,,,,,,,,
H2TX30046,TX,30,Ron,Bush,"Bush, Ron",,R,"3,958",75.33%,,,"28,981",24.19%,,,,
H2TX30053,TX,30,Zach,Rader,"Rader, Zach",,R,"1,296",24.67%,,,,,,,,
,TX,30,,,   ,Total Party Votes:,R,"5,254",,,,,,,,,
H0TX03054,TX,30,Lance ,Flores,"Flores, Lance ",,LBT,*,,,,"1,856",1.55%,,,,
,TX,30,,,   ,Total District Votes:,,"32,924",,,,"119,817",,,,,
H2TX31044,TX,31,John R.,Carter,"Carter, John R.",,R,"9,144",26.00%,"13,150",56.84%,"111,556",69.08%,,,,
H0TX07022,TX,31,Peter,Wareing,"Wareing, Peter",,R,"12,987",36.93%,"9,986",43.16%,,,,,,
H2TX31028,TX,31,Brad,Barton,"Barton, Brad",,R,"5,751",16.35%,,,,,,,,
H2TX31085,TX,31,C. Patrick,Meece,"Meece, C. Patrick",,R,"3,653",10.39%,,,,,,,,
H2TX31077,TX,31,Flynn,Adcock,"Adcock, Flynn",,R,"1,117",3.18%,,,,,,,,
H2TX31069,TX,31,Eric,Whitfield,"Whitfield, Eric",,R,"1,014",2.88%,,,,,,,,
H2TX31051,TX,31,Roy,Streckfuss,"Streckfuss, Roy",,R,898,2.55%,,,,,,,,
H2TX31093,TX,31,Terry S.,Ward,"Ward, Terry S.",,R,600,1.71%,,,,,,,,
,TX,31,,,   ,Total Party Votes:,R,"35,164",,"23,136",,,,,,,
H2TX31036,TX,31,David,Bagley,"Bagley, David",,D,"11,741",100.00%,,,"44,183",27.36%,,,,
,TX,31,,,   ,Total Party Votes:,D,"11,741",,,,,,,,,
H2TX31119,TX,31,Clark,Simmons,"Simmons, Clark",,LBT,*,,,,"2,037",1.26%,,,,
H2TX31101,TX,31,John S.,Petersen,"Petersen, John S.",,GRN,*,,,,"1,992",1.23%,,,,
H2TX00080,TX,31,R. C. ,Crawford,"Crawford, R. C. ",,I,,,,,"1,716",1.06%,,,,
,TX,31,,,   ,Total District Votes:,,"46,905",,"23,136",,"161,484",,,,,
H2TX03126,TX,32,Pete,Sessions,"Sessions, Pete",,R,"19,973",93.49%,,,"100,226",67.77%,,,,
H0TX24035,TX,32,Danny,Davis,"Davis, Danny",,R,"1,391",6.51%,,,,,,,,
,TX,32,,,   ,Total Party Votes:,R,"21,364",,,,,,,,,
H2TX32018,TX,32,Pauline K.,Dixon,"Dixon, Pauline K.",,D,"9,384",72.43%,,,"44,886",30.35%,,,,
H2TX32026,TX,32,Walter W.,Hofheinz,"Hofheinz, Walter W.",,D,"3,572",27.57%,,,,,,,,
,TX,32,,,   ,Total Party Votes:,D,"12,956",,,,,,,,,
H2TX32059,TX,32,Steve,Martin,"Martin, Steve",,LBT,,,,,"1,582",1.07%,,,,19
H2TX32042,TX,32,Chris,Bruno,"Bruno, Chris",,LBT,*,,,,,,,,,
H2TX32034,TX,32,Carla,Hubbell,"Hubbell, Carla",,GRN,*,,,,"1,208",0.82%,,,,
,TX,32,,,   ,Total District Votes:,,"34,320",,,,"147,902",,,,,
,TX, ,,,   ,Total State Votes:,,"1,299,985",,"60,023",,"4,295,210",,,,,17
,UT,,,,   ,,,,,,,,,,,,
H2UT01094,UT,01,Rob,Bishop,"Bishop, Rob",,R,"25,280",59.85%,,,"109,265",60.90%,,,,
H2UT01110,UT,01,Kevin S.,Garn,"Garn, Kevin S.",,R,"16,957",40.15%,,,,,,,,
H6UT02242,UT,01,Daniel Paul,Barker,"Barker, Daniel Paul",,R,,,,,,,,,,
H2UT01078,UT,01,Robert C. (Bob),Gross,"Gross, Robert C. (Bob)",,R,,,,,,,,,,
H2UT01144,UT,01,Mark D.,Jacobs,"Jacobs, Mark D.",,R,,,,,,,,,,
H2UT01151,UT,01,G. Michael,Lee,"Lee, G. Michael",,R,,,,,,,,,,
H2UT05012,UT,01,Vickie,McCall,"McCall, Vickie",,R,,,,,,,,,,
H2UT01086,UT,01,Kevin C.,Probasco,"Probasco, Kevin C.",,R,,,,,,,,,,
H2UT01169,UT,01,Cathy Hammon,Sundwall,"Sundwall, Cathy Hammon",,R,,,,,,,,,,
H2UT01177,UT,01,Scott,Wyatt,"Wyatt, Scott",,R,,,,,,,,,,
,UT,01,,,   ,Total Party Votes:,R,"42,237",,,,,,,,,
H2UT01136,UT,01,Dave,Thomas,"Thomas, Dave",,D,"7,294",52.25%,,,"66,104",36.84%,,,,
H0UT03110,UT,01,Donald,Dunn,"Dunn, Donald",,D,"6,665",47.75%,,,,,,,,
H2UT01102,UT,01,Cole,Capener,"Capener, Cole",,D,,,,,,,,,,
H2UT01128,UT,01,Cody Robert,Judy,"Judy, Cody Robert",,D,,,,,,,,,,
H6UT01079,UT,01,Gregory J.,Sanders,"Sanders, Gregory J.",,D,,,,,,,,,,
,UT,01,,,   ,Total Party Votes:,D,"13,959",,,,,,,,,
H2UT01060,UT,01,Craig,Axford,"Axford, Craig",,GRN,*,,,,"4,027",2.24%,,,,
H2UT01128,UT,01,Cody  ,Judy,"Judy, Cody  ",,W ,,,,,8,0.00%,,,,
,UT,01,Charles,Johnston,"Johnston, Charles",,W ,,,,,7,0.00%,,,,
,UT,01,Susan ,Howard,"Howard, Susan ",,W ,,,,,1,0.00%,,,,
,UT,01,,,   ,Total District Votes:,,"56,196",,,,"179,412",,,,,
H0UT02096,UT,02,Jim,Matheson,"Matheson, Jim",,D,*,,,,"110,764",49.43%,,,(I),
H2UT02167,UT,02,John,Swallow,"Swallow, John",,R,"22,689",52.29%,,,"109,123",48.69%,,,,
H2UT02191,UT,02,Tim,Bridgewater,"Bridgewater, Tim",,R,"20,705",47.71%,,,,,,,,
H4UT02106,UT,02,Merrill,Cook,"Cook, Merrill",,R,,,,,,,,,,
H2UT02209,UT,02,Mark,Crockett,"Crockett, Mark",,R,,,,,,,,,,
H2UT02217,UT,02,Steve,Harmsen,"Harmsen, Steve",,R,,,,,,,,,,
H2UT02225,UT,02,Dan E.,Howard,"Howard, Dan E.",,R,,,,,,,,,,
H2UT02183,UT,02,Jay T.,Jorgensen,"Jorgensen, Jay T.",,R,,,,,,,,,,
H2UT02233,UT,02,David R.,Smith,"Smith, David R.",,R,,,,,,,,,,
H8UT02099,UT,02,Richard,Snelgrove,"Snelgrove, Richard",,R,,,,,,,,,,
H2UT02175,UT,02,Gary R.,Stephens,"Stephens, Gary R.",,R,,,,,,,,,,
H2UT02241,UT,02,Carrie Lynn,Towner,"Towner, Carrie Lynn",,R,,,,,,,,,,
H2UT02159,UT,02,Winston A.,Wilkinson,"Wilkinson, Winston A.",,R,,,,,,,,, ,
,UT,02,,,   ,Total Party Votes:,R,"43,394",,,,,,,,,
H2UT02258,UT,02,Patrick,Diehl,"Diehl, Patrick",,GRN,*,,,,"2,589",1.16%,,,,
H2UT02266,UT,02,Ron,Copier,"Copier, Ron",,LBT,*,,,,"1,622",0.72%,,,,
,UT,02,,,   ,Total District Votes:,,"43,394",,,,"224,098",,,,,
H6UT03042,UT,03,Chris,Cannon,"Cannon, Chris",,R,*,,,,"103,598",67.43%,,,(I),
H4UT03062,UT,03,Tom,Draschil,"Draschil, Tom",,R,,,,,,,,,,
H2UT03207,UT,03,Matt,Throckmorton,"Throckmorton, Matt",,R,,,,,,,,,,
H2UT03165,UT,03,Nancy Jane,Woodside,"Woodside, Nancy Jane",,D,*,,,,"44,533",28.98%,,, ,
H2UT03173,UT,03,Sitouni (Stoney) Teiko,Fonua,"Fonua, Sitouni (Stoney) Teiko",,D,,,,,,,,,,
H2UT03181,UT,03,John,Maurin,"Maurin, John",,D,,,,,,,,,,
H2UT03199,UT,03,Danny,Quintana,"Quintana, Danny",,D,,,,,,,,,,
H8UT03071,UT,03,Kitty K.,Burton,"Burton, Kitty K.",,LBT,*,,,,"5,511",3.59%,,,,
,UT,03,John William ,Maurin,"Maurin, John William ",,W,,,,,1,0.00%,,,,
,UT,03,,,   ,Total District Votes:,,,,,,"153,643",,,,,
,UT, ,,,   ,Total State Votes:,,"99,590",,,,"557,153",,,,,20
,VT,,,,   ,,, ,,,,,,,,,
H8VT01016,VT,00,Bernie ,Sanders,"Sanders, Bernie ",,I,,,,,"144,880",64.26%,,,,
H2VT00078,VT,00,"William "Bill"""illia",Meub,"Meub, William "Bill"""eub, ",,R,"14,105",57.65%,,,"72,813",32.29%,,,,
H2VT00086,VT,00,Greg,Parke,"Parke, Greg",,R,"5,467",22.34%,,,,,,,,
H0VT00072,VT,00,Karen A.,Kerin,"Kerin, Karen A.",,R,"4,643",18.98%,,,,,,,,
,VT,00,,Scattered,Scattered ,,W(R),252,1.03%,,,,,,,,
,VT,00,,,   ,Total Party Votes:,R,"24,467",,,,,,,,,
H2VT00094,VT,00,Jane,Newton,"Newton, Jane",,PRO AND LU/PRO,957,68.85%,,,"3,185",1.41%,,,,21
,VT,00,,Scattered,Scattered ,,W(PRO),433,31.15%,,,,,,,,
,VT,00,,,   ,Total Party Votes:,PRO,"1,390",,,,,,,,,
H2VT00102,VT,00,Fawn,Skinner,"Skinner, Fawn",,VG,,,,,"2,344",1.04%,,,,
H0VT00080,VT,00,Daniel H. ,Krymkowski,"Krymkowski, Daniel H. ",,LBT,,,,,"2,033",0.90%,,,,
,VT,00,,Scattered,Scattered ,,W,,,,,221,0.10%,,,,
H8VT01016,VT,00,Bernie ,Sanders,"Sanders, Bernie ",,W(D),"2,583",65.15%,,,,,,,,
,VT,00,,Scattered,Scattered ,,W(D),"1,382",34.85%,,,,,,,,
,VT,00,,,   ,Total Party Votes:,D,"3,965",,,,,,,,,
,VT, ,,,   ,Total State Votes:,,"29,822",,,,"225,476",,,,,
,VA,,,,   ,,,,,,,,,,,,
S8VA00107,VA,S,John W.,Warner,"Warner, John W.",,R,Unopposed,,,,"1,229,894",82.58%,,,(I),
S0VA00013,VA,S,Nancy B.,Spannaus,"Spannaus, Nancy B.",,I,,,,,"145,102",9.74%,,,,
S2VA00100,VA,S,Jacob G.,"Hornberger, Jr.","Hornberger, Jacob G., Jr.",,I,,,,,"106,055",7.12%,,,,
,VA,S,,Scattered,Scattered ,,W,,,,,"8,371",0.56%,,,,
,VA,S,,,   ,Total State Votes:,,,,,,"1,489,422",,,,,
H0VA01052,VA,01,Jo Ann S.,Davis,"Davis, Jo Ann S.",,R,Unopposed,,,,"113,168",95.91%,,,(I),
,VA,01,,Scattered,Scattered ,,W,,,,,"4,829",4.09%,,,,
,VA,01,,,   ,Total District Votes:,,,,,,"117,997",,,,,
H0VA02035,VA,02,Ed L.,Schrock,"Schrock, Ed L.",,R,Unopposed,,,,"103,807",83.15%,,,(I),
H2VA04078,VA,02,D. C.,Amarasinghe,"Amarasinghe, D. C.",,GRN,,,,,"20,589",16.49%,,,,
,VA,02,,Scattered,Scattered ,,W,,,,,450,0.36%,,,,
,VA,02,,,   ,Total District Votes:,,,,,,"124,846",,,,,
H6VA01117,VA,03,"Robert C. "Bobby"""obert ",Scott,"Scott, Robert C. "Bobby"""cott, ",,D,Unopposed,,,,"87,521",96.10%,,,(I),
,VA,03,,Scattered,Scattered ,,W,,,,,"3,552",3.90%,,,,
,VA,03,,,   ,Total District Votes:,,,,,,"91,073",,,,,
H2VA04052,VA,04,J. Randy,Forbes,"Forbes, J. Randy",,R,Unopposed,,,,"108,733",97.92%,,,(I),
,VA,04,,Scattered,Scattered ,,W,,,,,"2,308",2.08%,,,,
H2VA04060,VA,04,L. Louise,Lucas,"Lucas, L. Louise",,D,Unopposed,,,,,,,,,22
,VA,04,,,   ,Total District Votes:,,,,,,"111,041",,,,,
H6VA05068,VA,05,Virgil H.,"Goode, Jr.","Goode, Virgil H., Jr.",,R,Unopposed,,,,"95,360",63.47%,,,(I),
H2VA05034,VA,05,Meredith M. ,Richards ,"Richards, Meredith M. ",,D,*,,,,"54,805",36.48%,,,,
,VA,05,George D.,"Shropshire, III","Shropshire, George D., III",,D,,,,,,,,,,
,VA,05,,Scattered,Scattered ,,W,,,,,68,0.05%,,,,
,VA,05,,,   ,Total District Votes:,,,,,,"150,233",,,,,
H2VA06115,VA,06,"R. W. "Bob""". W.",Goodlatte,"Goodlatte, R. W. "Bob"""oodl",,R,Unopposed,,,,"105,530",97.06%,,,(I),
,VA,06,,Scattered,Scattered ,,W,,,,,"3,202",2.94%,,,,
,VA,06,,,   ,Total District Votes:,,,,,,"108,732",,,,,
H0VA07042,VA,07,Eric I.,Cantor,"Cantor, Eric I.",,R,Unopposed,,,,"113,658",69.45%,,,(I),
H2VA07105,VA,07,"Ben L. "Cooter"""en L. """",Jones,"Jones, Ben L. "Cooter"""ones, B",,D,*,,,,"49,854",30.46%,,,,
,VA,07,,Scattered,Scattered ,,W,,,,,153,0.09%,,,,
,VA,07,,,   ,Total District Votes:,,,,,,"163,665",,,,,
H0VA08040,VA,08,James P.,"Moran, Jr.","Moran, James P., Jr.",,D,*,,,,"102,759",59.81%,,,(I),
H2VA08087,VA,08,Peter David,Ford,"Ford, Peter David",,D,,,,,,,,,,
H2VA08095,VA,08,Scott C.,Tate,"Tate, Scott C.",,R,*,,,,"64,121",37.32%,,,,
H0VA08073,VA,08,Ronald V.,Crickenberger,"Crickenberger, Ronald V.",,I,,,,,"4,558",2.65%,,,,
,VA,08,,Scattered,Scattered ,,W,,,,,361,0.21%,,,,
,VA,08,,,   ,Total District Votes:,,,,,,"171,799",,,,,
H2VA09010,VA,09,"Frederick C. "Rick"""reder",Boucher,"Boucher, Frederick C. "Rick"""ouche",,D,*,,,,"100,075",65.76%,,,(I),
H2VA09069,VA,09,Jay K.,Katzen,"Katzen, Jay K.",,R,*,,,,"52,076",34.22%,,,,
,VA,09,,Scattered,Scattered ,,W,,,,,32,0.02%,,,,
,VA,09,,,   ,Total District Votes:,,,,,,"152,183",,,,,
H6VA10050,VA,10,Frank R.,Wolf,"Wolf, Frank R.",,R,Unopposed,,,,"115,917",71.72%,,,(I),
H2VA10091,VA,10,John B.,"Stevens, Jr.","Stevens, John B., Jr.",,D,**,,,,"45,464",28.13%,,,,
,VA,10,,Scattered,Scattered ,,W,,,,,234,0.14%,,,,
,VA,10,,,   ,Total District Votes:,,,,,,"161,615",,,,,
H4VA11020,VA,11,Thomas M.,"Davis, III","Davis, Thomas M., III",,R,Unopposed,,,,"135,379",82.90%,,,(I),
H2VA11131,VA,11,Frank W. ,Creel,"Creel, Frank W. ",,CON,,,,,"26,892",16.47%,,,,
,VA,11,,Scattered,Scattered ,,W,,,,,"1,027",0.63%,,,,
,VA,11,,,   ,Total District Votes:,,,,,,"163,298",,,,,
,VA,,,,   ,Total State Votes:,,,,,,"1,516,482",,,,,23
,VI,,,,   ,,,,,,,,,,,,
H4VI00054,VI,00,Donna M.,Christensen,"Christensen, Donna M.",,D,Unopposed,,,,"20,414",67.67%,,,(I),24
H2VI00058,VI,00,Virdin C.,Brown,"Brown, Virdin C.",,ICM,Unopposed,,,,"4,456",14.77%,,,,24
H2VI00041,VI,00,Lilliana Belardo,de O'Neal,"de O'Neal, Lilliana Belardo",,R,Unopposed,,,,"4,286",14.21%,,,,24
H2VI00066,VI,00,Garry A.,Sprauve,"Sprauve, Garry A.",,I,,,,,996,3.30%,,,,
,VI,00,Victor ,Frazer,"Frazer, Victor ",,W,,,,,1,0.00%,,,,
H2VI00033,VI,00,Victor O. ,Frazer,"Frazer, Victor O. ",,W,,,,,1,0.00%,,,,
,VI,00,Amos ,Carty,"Carty, Amos ",,W,,,,,1,0.00%,,,,
,VI,00,Alvis ,Christian,"Christian, Alvis ",,W,,,,,1,0.00%,,,,
,VI,00,Kim ,Ballentine,"Ballentine, Kim ",,W,,,,,1,0.00%,,,,
,VI,00,Sandra M. ,Benjamin,"Benjamin, Sandra M. ",,W,,,,,1,0.00%,,,,
,VI,00,Amalie,Parrot,"Parrot, Amalie",,W,,,,,1,0.00%,,,,
 ,VI,00,Mr. Otis,Alexander,"Alexander, Mr. Otis",,W,,,,,1,0.00%,,,,
,VI,00,Alicia,Hansen,"Hansen, Alicia",,W,,,,,1,0.00%,,,,
,VI,00,Alicia Chucky ,Hansen,"Hansen, Alicia Chucky ",,W,,,,,1,0.00%,,,,
,VI,00,Marise ,James,"James, Marise ",,W,,,,,1,0.00%,,,,
,VI,00,Wayne,James,"James, Wayne",,W,,,,,1,0.00%,,,,
,VI,00,,#4,#4,,W,,,,,1,0.00%,,,,
,VI,,,,   ,Total Votes:,,,,,,"30,165",,,,,25
,WA,,,,   ,,,,,,,,,,,,
H2WA04090,WA,01,Jay ,Inslee,"Inslee, Jay ",,D,"65,368",92.51%,,,"114,087",55.64%,,,(I),
H2WA01138,WA,01 ,Mike The,Mover,"Mover, Mike The",,D,"5,291",7.49%,,,,,,,,
,WA,01,,,   ,Total Party Votes:,D,"70,659",,,,,,,,,
H2WA01120,WA,01,Joe ,Marine,"Marine, Joe ",,R,"42,473",100.00%,,,"84,696",41.31%,,,,
,WA,01,,,   ,Total Party Votes:,R,"42,473",,,,,,,,,
H2WA01146,WA,01,Mark B.,Wilson,"Wilson, Mark B.",,LBT,"3,025",100.00%,,,"6,251",3.05%,,,,
,WA,01,,,   ,Total Party Votes:,LBT,"3,025",,,,,,,,,
,WA,01,,,   ,Total District Votes:,,"116,157",,,,"205,034",,,,,
H0WA02080,WA,02,Rick ,Larsen,"Larsen, Rick ",,D ,"59,238",100.00%,,,"101,219",50.07%,,,(I),
,WA,02,,,   ,Total Party Votes:,D,"59,238",,,,,,,,,
H2WA02128,WA,02,Norma ,Smith,"Smith, Norma ",,R,"26,365",46.19%,,,"92,528",45.77%,,,,
H2WA02136,WA,02,Herb ,Meyer,"Meyer, Herb ",,R,"22,168",38.84%,,,,,,,,
H8WA02083,WA,02,Warren E.,Hanson,"Hanson, Warren E.",,R,"8,541",14.96%,,,,,,,,
,WA,02,,,   ,Total Party Votes:,R,"57,074",,,,,,,,,
H2WA02151,WA,02,Bruce ,Guthrie,"Guthrie, Bruce ",,LBT,"2,854",100.00%,,,"4,326",2.14%,,,,
,WA,02,,,   ,Total Party Votes:,LBT,"2,854",,,,,,,,,
H2WA02144,WA,02,Bernard Patrick (Bern),Haggerty,"Haggerty, Bernard Patrick (Bern)",,GRN,"3,233",100.00%,,,"4,077",2.02%,,,,
,WA,02,,,   ,Total Party Votes:,GRN,"3,233",,,,,,,,,
,WA,02,,,   ,Total District Votes:,,"122,399",,,,"202,150",,,,,
H6WA03135,WA,03,Brian ,Baird,"Baird, Brian ",,D,"77,540",100.00%,,,"119,264",61.69%,,,(I),
,WA,03,,,   ,Total Party Votes:,D,"77,540",,,,,,,,,
H2WA03068,WA,03,Joseph,Zarelli,"Zarelli, Joseph",,R,"58,939",100.00%,,,"74,065",38.31%,,,,
,WA,03,,,   ,Total Party Votes:,R,"58,939",,,,,,,,,
,WA,03,,,   ,Total District Votes:,,"136,479",,,,"193,329",,,,,
H2WA04041,WA,04,Doc,Hastings,"Hastings, Doc ",,R,"75,745",92.10%,,,"108,257",66.90%,,,(I),
H8WA04048,WA,04,Gordon Allen ,Pross,"Pross, Gordon Allen ",,R,"6,500",7.90%,,,,,,,,
,WA,04,,,   ,Total Party Votes:,R,"82,245",,,,,,,,,
H2WA04116,WA,04,Craig ,Mason,"Mason, Craig ",,D,"18,726",71.84%,,,"53,572",33.10%,,,,
H2WA04108,WA,04,Thor ,Amundson,"Amundson, Thor ",,D,"7,342",28.16%,,,,,,,,
,WA,04,,,   ,Total Party Votes:,D,"26,068",,,,,,,,,
,WA,04,,,   ,Total District Votes:,,"108,313",,,,"161,829",,,,,
H4WA05028,WA,05,George R.,"Nethercutt, Jr.","Nethercutt, George R., Jr.",,R,"83,972",100.00%,,,"126,757",62.66%,,,(I),
,WA,05,,,   ,Total Party Votes:,R,"83,972",,,,,,,,,
H2WA05063,WA,05,Bart,Haggin,"Haggin, Bart ",,D,"38,630",100.00%,,,"65,146",32.21%,,,,
,WA,05,,,   ,Total Party Votes:,D,"38,630",,,,,,,,,
H2WA05048,WA,05,Rob ,Chase,"Chase, Rob ",,LBT,"7,700",100.00%,,,"10,379",5.13%,,,,
,WA,05,,,   ,Total Party Votes:,LBT,"7,700",,,,,,,,,
,WA,05,,,   ,Total District Votes:,,"130,302",,,,"202,282",,,,,
H6WA06021,WA,06,Norm,Dicks,"Dicks, Norm ",,D,"83,455",89.53%,,,"126,116",64.20%,,,(I),
H2WA06103,WA,06,Douglas ,Milholland,"Milholland, Douglas ",,D,"9,758",10.47%,,,,,,,,
,WA,06,,,   ,Total Party Votes:,D,"93,213",,,,,,,,,
H2WA06095,WA,06,Bob ,Lawrence,"Lawrence, Bob ",,R,"35,639",100.00%,,,"61,584",31.35%,,,,
,WA,06,,,   ,Total Party Votes:,R,"35,639",,,,,,,,,
H0WA06040,WA,06,John A.,Bennett,"Bennett, John A.",,LBT,"3,549",100.00%,,,"8,744",4.45%,,,,
,WA,06,,,   ,Total Party Votes:,LBT,"3,549",,,,,,,,,
,WA,06,,,   ,Total District Votes:,,"132,401",,,,"196,444",,,,,
H8WA07132,WA,07,Jim ,McDermott,"McDermott, Jim ",,D,"84,876",100.00%,,,"156,300",74.07%,,,(I),
,WA,07,,,   ,Total Party Votes:,D,"84,876",,,,,,,,,
H2WA07077,WA,07,Carol Thorne,Cassady,"Cassady, Carol Thorne",,R,"20,688",100.00%,,,"46,256",21.92%,,,,
,WA,07,,,   ,Total Party Votes:,R,"20,688",,,,,,,,,
